word,transcription,vowel_stress,original_transcription
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
военен,vɔ'ɛnɛn,vɔ'ɛnɛn,vɔˈɛnɛn
война,vɔj'na,vɔjn'a,vɔjˈna
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
войник,vɔj'nik,vɔjn'ik,vɔjˈnik
волт,vɔlt,vɔlt,vɔlt
вплела,'fplɛɫə,fpl'ɛɫə,ˈfplɛɫə
вплело,'fplɛɫo,fpl'ɛɫo,ˈfplɛɫo
вплетели,fplɛ't̪ɛli,fplɛt̪'ɛli,fplɛˈt̪ɛli
вплетем,fplɛ't̪ɛm,fplɛt̪'ɛm,fplɛˈt̪ɛm
вплетена,'fplɛt̪ɛnə,fpl'ɛt̪ɛnə,ˈfplɛt̪ɛnə
вплетената,'fplɛt̪ɛnət̪ə,fpl'ɛt̪ɛnət̪ə,ˈfplɛt̪ɛnət̪ə
вплетеното,'fplɛt̪ɛnot̪o,fpl'ɛt̪ɛnot̪o,ˈfplɛt̪ɛnot̪o
вплетохме,'fplɛt̪oxmɛ,fpl'ɛt̪oxmɛ,ˈfplɛt̪oxmɛ
вплетял,fplɛ'tʲaɫ,fplɛtʲ'aɫ,fplɛˈtʲaɫ
вплетяло,fplɛ'tʲaɫo,fplɛtʲ'aɫo,fplɛˈtʲaɫo
вплетях,fplɛ'tʲax,fplɛtʲ'ax,fplɛˈtʲax
вплитаният,'fplit̪ənijət̪,fpl'it̪ənijət̪,ˈfplit̪ənijət̪
вплитаното,'fplit̪ənot̪o,fpl'it̪ənot̪o,ˈfplit̪ənot̪o
вплитащия,'fplit̪əʃt̪ijə,fpl'it̪əʃt̪ijə,ˈfplit̪əʃt̪ijə
вплитащият,'fplit̪əʃt̪ijət̪,fpl'it̪əʃt̪ijət̪,ˈfplit̪əʃt̪ijət̪
вплитащо,'fplit̪əʃt̪o,fpl'it̪əʃt̪o,ˈfplit̪əʃt̪o
вре,vrɛ,vrɛ,vrɛ
врели,'vrɛli,vr'ɛli,ˈvrɛli
време,'vrɛmɛ,vr'ɛmɛ,ˈvrɛmɛ
вренето,'vrɛnɛt̪o,vr'ɛnɛt̪o,ˈvrɛnɛt̪o
врени,'vrɛni,vr'ɛni,ˈvrɛni
вреният,'vrɛnijət̪,vr'ɛnijət̪,ˈvrɛnijət̪
врете,'vrɛt̪ɛ,vr'ɛt̪ɛ,ˈvrɛt̪ɛ
връв,vrɤf,vrɤf,vrɤf
връх,vrɤx,vrɤx,vrɤx
врян,vrʲan,vrʲan,vrʲan
вряна,'vrʲanə,vrʲ'anə,ˈvrʲanə
вряната,'vrʲanət̪ə,vrʲ'anət̪ə,ˈvrʲanət̪ə
вряхме,'vrʲaxmɛ,vrʲ'axmɛ,ˈvrʲaxmɛ
врящите,'vrʲaʃt̪it̪ɛ,vrʲ'aʃt̪it̪ɛ,ˈvrʲaʃt̪it̪ɛ
всезнайка,fsɛ'znajkə,fsɛzn'ajkə,fsɛˈznajkə
втечнената,ft̪ɛtʃ'nɛnət̪ə,ft̪ɛtʃn'ɛnət̪ə,ft̪ɛtʃˈnɛnət̪ə
втечнени,ft̪ɛtʃ'nɛni,ft̪ɛtʃn'ɛni,ft̪ɛtʃˈnɛni
втечнените,ft̪ɛtʃ'nɛnit̪ɛ,ft̪ɛtʃn'ɛnit̪ɛ,ft̪ɛtʃˈnɛnit̪ɛ
втечненият,ft̪ɛtʃ'nɛnijət̪,ft̪ɛtʃn'ɛnijət̪,ft̪ɛtʃˈnɛnijət̪
втечнете,ft̪ɛtʃ'nɛt̪ɛ,ft̪ɛtʃn'ɛt̪ɛ,ft̪ɛtʃˈnɛt̪ɛ
втечнил,ft̪ɛtʃ'niɫ,ft̪ɛtʃn'iɫ,ft̪ɛtʃˈniɫ
втечнила,ft̪ɛtʃ'niɫə,ft̪ɛtʃn'iɫə,ft̪ɛtʃˈniɫə
втечнилата,ft̪ɛtʃ'niɫət̪ə,ft̪ɛtʃn'iɫət̪ə,ft̪ɛtʃˈniɫət̪ə
втечнили,ft̪ɛtʃ'nili,ft̪ɛtʃn'ili,ft̪ɛtʃˈnili
втечнявай,ft̪ɛtʃ'nʲavəj,ft̪ɛtʃnʲ'avəj,ft̪ɛtʃˈnʲavəj
втечняването,ft̪ɛtʃ'nʲavənɛt̪o̝,ft̪ɛtʃnʲ'avənɛt̪o̝,ft̪ɛtʃˈnʲavənɛt̪o̝
втечняваното,ft̪ɛtʃ'nʲavəno̝t̪o̝,ft̪ɛtʃnʲ'avəno̝t̪o̝,ft̪ɛtʃˈnʲavəno̝t̪o̝
втечнявах,ft̪ɛtʃ'nʲavəx,ft̪ɛtʃnʲ'avəx,ft̪ɛtʃˈnʲavəx
втечняваш,ft̪ɛtʃ'nʲavəʃ,ft̪ɛtʃnʲ'avəʃ,ft̪ɛtʃˈnʲavəʃ
втечняваше,ft̪ɛtʃ'nʲavəʃɛ,ft̪ɛtʃnʲ'avəʃɛ,ft̪ɛtʃˈnʲavəʃɛ
втечняваща,ft̪ɛtʃ'nʲavəʃt̪ə,ft̪ɛtʃnʲ'avəʃt̪ə,ft̪ɛtʃˈnʲavəʃt̪ə
втечняващо,ft̪ɛtʃ'nʲavəʃt̪o̝,ft̪ɛtʃnʲ'avəʃt̪o̝,ft̪ɛtʃˈnʲavəʃt̪o̝
втечняващото,ft̪ɛtʃ'nʲavəʃt̪o̝t̪o̝,ft̪ɛtʃnʲ'avəʃt̪o̝t̪o̝,ft̪ɛtʃˈnʲavəʃt̪o̝t̪o̝
втечняха,ft̪ɛtʃ'nʲaxə,ft̪ɛtʃnʲ'axə,ft̪ɛtʃˈnʲaxə
втечняхме,ft̪ɛtʃ'nʲaxmɛ,ft̪ɛtʃnʲ'axmɛ,ft̪ɛtʃˈnʲaxmɛ
втори,'ftɔri,ft'ɔri,ˈftɔri
въведа,vəvɛ'd̪ɤ,vəvɛd̪'ɤ,vəvɛˈd̪ɤ
въведената,və'vɛd̪ɛnət̪ə,vəv'ɛd̪ɛnət̪ə,vəˈvɛd̪ɛnət̪ə
въведи,vəvɛ'd̪i,vəvɛd̪'i,vəvɛˈd̪i
въведяла,vəvɛ'dʲaɫə,vəvɛdʲ'aɫə,vəvɛˈdʲaɫə
въведяха,vəvɛ'dʲaxə,vəvɛdʲ'axə,vəvɛˈdʲaxə
въвеждайки,və'vɛʒd̪əjkʲi,vəv'ɛʒd̪əjkʲi,vəˈvɛʒd̪əjkʲi
въвеждайте,və'vɛʒd̪əjt̪ɛ,vəv'ɛʒd̪əjt̪ɛ,vəˈvɛʒd̪əjt̪ɛ
въвеждал,və'vɛʒd̪əɫ,vəv'ɛʒd̪əɫ,vəˈvɛʒd̪əɫ
въвеждали,və'vɛʒd̪əli,vəv'ɛʒd̪əli,vəˈvɛʒd̪əli
въвеждалите,və'vɛʒd̪əlit̪ɛ,vəv'ɛʒd̪əlit̪ɛ,vəˈvɛʒd̪əlit̪ɛ
въвеждана,və'vɛʒd̪ənə,vəv'ɛʒd̪ənə,vəˈvɛʒd̪ənə
въвежданата,və'vɛʒd̪ənət̪ə,vəv'ɛʒd̪ənət̪ə,vəˈvɛʒd̪ənət̪ə
въвеждане,və'vɛʒd̪ənɛ,vəv'ɛʒd̪ənɛ,vəˈvɛʒd̪ənɛ
въвежданета,və'vɛʒd̪ənɛt̪ə,vəv'ɛʒd̪ənɛt̪ə,vəˈvɛʒd̪ənɛt̪ə
въвежданите,və'vɛʒd̪ənit̪ɛ,vəv'ɛʒd̪ənit̪ɛ,vəˈvɛʒd̪ənit̪ɛ
въвежданият,və'vɛʒd̪ənijət̪,vəv'ɛʒd̪ənijət̪,vəˈvɛʒd̪ənijət̪
въвеждано,və'vɛʒd̪əno,vəv'ɛʒd̪əno,vəˈvɛʒd̪əno
въвеждах,və'vɛʒd̪əx,vəv'ɛʒd̪əx,vəˈvɛʒd̪əx
въвеждахме,və'vɛʒd̪əxmɛ,vəv'ɛʒd̪əxmɛ,vəˈvɛʒd̪əxmɛ
въвеждахте,və'vɛʒd̪əxt̪ɛ,vəv'ɛʒd̪əxt̪ɛ,vəˈvɛʒd̪əxt̪ɛ
въвел,və'vɛɫ,vəv'ɛɫ,vəˈvɛɫ
въвелата,və'vɛɫət̪ə,vəv'ɛɫət̪ə,vəˈvɛɫət̪ə
въвелият,və'vɛlijət̪,vəv'ɛlijət̪,vəˈvɛlijət̪
въвирайки,və'viɾəjkʲi,vəv'iɾəjkʲi,vəˈviɾəjkʲi
въвирайте,və'viɾəjt̪ɛ,vəv'iɾəjt̪ɛ,vəˈviɾəjt̪ɛ
въвирали,və'viɾəli,vəv'iɾəli,vəˈviɾəli
въвирало,və'viɾəɫo,vəv'iɾəɫo,vəˈviɾəɫo
въвирам,və'virəm,vəv'irəm,vəˈvirəm
въвиран,və'viɾən,vəv'iɾən,vəˈviɾən
въвирана,və'viɾənə,vəv'iɾənə,vəˈviɾənə
въвираната,və'viɾənət̪ə,vəv'iɾənət̪ə,vəˈviɾənət̪ə
въвираното,və'viɾənot̪o,vəv'iɾənot̪o,vəˈviɾənot̪o
въвират,və'viɾət̪,vəv'iɾət̪,vəˈviɾət̪
въвиращ,və'viɾəʃt̪,vəv'iɾəʃt̪,vəˈviɾəʃt̪
въвиращата,və'viɾəʃt̪ət̪ə,vəv'iɾəʃt̪ət̪ə,vəˈviɾəʃt̪ət̪ə
въвлека,vəvlɛ'kɤ,vəvlɛk'ɤ,vəvlɛˈkɤ
въвлекат,vəvlɛ'kɤt̪,vəvlɛk'ɤt̪,vəvlɛˈkɤt̪
въвлечена,və'vlɛtʃɛnə,vəvl'ɛtʃɛnə,vəˈvlɛtʃɛnə
въвлечени,və'vlɛtʃɛni,vəvl'ɛtʃɛni,vəˈvlɛtʃɛni
въвлеченото,və'vlɛtʃɛnot̪o,vəvl'ɛtʃɛnot̪o,vəˈvlɛtʃɛnot̪o
въвлечете,vəvlɛ'tʃɛt̪ɛ,vəvlɛtʃ'ɛt̪ɛ,vəvlɛˈtʃɛt̪ɛ
въвлечех,vəvlɛ'tʃɛx,vəvlɛtʃ'ɛx,vəvlɛˈtʃɛx
въвлечеш,vəvlɛ'tʃɛʃ,vəvlɛtʃ'ɛʃ,vəvlɛˈtʃɛʃ
въвлича,və'vlitʃə,vəvl'itʃə,vəˈvlitʃə
въвличала,və'vlitʃəɫə,vəvl'itʃəɫə,vəˈvlitʃəɫə
въвличали,və'vlitʃəli,vəvl'itʃəli,vəˈvlitʃəli
въвличанета,və'vlitʃənɛt̪ə,vəvl'itʃənɛt̪ə,vəˈvlitʃənɛt̪ə
въвличания,və'vlitʃənijə,vəvl'itʃənijə,vəˈvlitʃənijə
въвличаното,və'vlitʃənot̪o,vəvl'itʃənot̪o,vəˈvlitʃənot̪o
въвличат,və'vlitʃət̪,vəvl'itʃət̪,vəˈvlitʃət̪
въвличате,və'vlitʃət̪ɛ,vəvl'itʃət̪ɛ,vəˈvlitʃət̪ɛ
въвличахме,və'vlitʃəxmɛ,vəvl'itʃəxmɛ,vəˈvlitʃəxmɛ
въвличащи,və'vlitʃəʃt̪i,vəvl'itʃəʃt̪i,vəˈvlitʃəʃt̪i
въвличащите,və'vlitʃəʃt̪it̪ɛ,vəvl'itʃəʃt̪it̪ɛ,vəˈvlitʃəʃt̪it̪ɛ
